,HPO
40644,HP:0010941
40645,HP:0010941
40646,HP:0010941
40647,HP:0010941
40648,HP:0010941
40649,HP:0004940
40650,HP:0004940
40651,HP:0004940
40652,HP:0100398
40653,HP:0100398
40654,HP:0100398
40655,HP:0100398
40656,HP:0100398
40657,HP:0025586
40658,HP:0100708
40659,HP:0100708
40660,HP:0100708
40661,HP:0100708
40662,HP:0007732
40663,HP:0007732
40664,HP:0007732
40665,HP:0007732
40666,HP:0011695
40667,HP:0011695
40668,HP:0011695
40669,HP:0011695
40670,HP:0033419
40671,HP:0011722
40672,HP:0011722
40673,HP:0011722
40674,HP:0011722
40675,HP:0011722
40676,HP:0011722
40677,HP:0011722
40678,HP:0031488
40679,HP:0031488
40680,HP:0030738
40681,HP:0030738
40682,HP:0031748
40683,HP:0009609
40684,HP:0009609
40685,HP:0009609
40686,HP:0009609
40687,HP:0009609
40688,HP:0009992
40689,HP:0009992
40690,HP:0009992
40691,HP:0009992
40692,HP:0009992
40693,HP:0032672
40694,HP:0032672
40695,HP:0009582
40696,HP:0009582
40697,HP:0009582
40698,HP:0031456
40699,HP:0005875
40700,HP:0025219
40701,HP:0025219
40702,HP:0025219
40703,HP:0025219
40704,HP:0032690
40705,HP:0008034
40706,HP:0008034
40707,HP:0011552
40708,HP:0011552
40709,HP:0011552
40710,HP:0011552
40711,HP:0031504
40712,HP:0031504
40713,HP:0100727
40714,HP:0100727
40715,HP:0100727
40716,HP:0100727
40717,HP:0100727
40718,HP:0009562
40719,HP:0009562
40720,HP:0009562
40721,HP:0030337
40722,HP:0030337
40723,HP:0100062
40724,HP:0500271
40725,HP:0500271
40726,HP:0500271
40727,HP:0500271
40728,HP:0500271
40729,HP:0500271
40730,HP:0009898
40731,HP:0009898
40732,HP:0009898
40733,HP:0009898
40734,HP:0032693
40735,HP:0032693
40736,HP:0032553
40737,HP:0001073
40738,HP:0001073
40739,HP:0001073
40740,HP:0001073
40741,HP:0001073
40742,HP:0033564
40743,HP:0033564
40744,HP:0033564
40745,HP:0007380
40746,HP:0007380
40747,HP:0007380
40748,HP:0007380
40749,HP:0003419
40750,HP:0003419
40751,HP:0003419
40752,HP:0003419
40753,HP:0003419
40754,HP:0012301
40755,HP:0012301
40756,HP:0012301
40757,HP:0012301
40758,HP:0012301
40759,HP:0012301
40760,HP:0012301
40761,HP:0030258
40762,HP:0030258
40763,HP:0030258
40764,HP:0030258
40765,HP:0030258
40766,HP:0030258
40767,HP:0004213
40768,HP:0004213
40769,HP:0004213
40770,HP:0004213
40771,HP:0004213
40772,HP:0004213
40773,HP:0012668
40774,HP:0012668
40775,HP:0012668
40776,HP:0012668
40777,HP:0012668
40778,HP:0012668
40779,HP:0012668
40780,HP:0012668
40781,HP:0012668
40782,HP:0012668
40783,HP:0008449
40784,HP:0012348
40785,HP:0012348
40786,HP:0012348
40787,HP:0010195
40788,HP:0010195
40789,HP:0009636
40790,HP:0009636
40791,HP:0009636
40792,HP:0009636
40793,HP:0008058
40794,HP:0008058
40795,HP:0008058
40796,HP:0004795
40797,HP:0004795
40798,HP:0012448
40799,HP:0012448
40800,HP:0012448
40801,HP:0034103
40802,HP:0034103
40803,HP:0100182
40804,HP:0100182
40805,HP:0010863
40806,HP:0010863
40807,HP:0010863
40808,HP:0009527
40809,HP:0009527
40810,HP:0009527
40811,HP:0033795
40812,HP:0020142
40813,HP:0020142
40814,HP:0020142
40815,HP:0020142
40816,HP:0025346
40817,HP:0025346
40818,HP:0011265
40819,HP:0011265
40820,HP:0011265
40821,HP:0500258
40822,HP:0500258
40823,HP:0500258
40824,HP:0003898
40825,HP:0003898
40826,HP:0011793
40827,HP:0011793
40828,HP:0003750
40829,HP:0003750
40830,HP:0003750
40831,HP:0003750
40832,HP:0003750
40833,HP:0003750
40834,HP:0006292
40835,HP:0006292
40836,HP:0006292
40837,HP:0006292
40838,HP:0006292
40839,HP:0006292
40840,HP:0006292
40841,HP:0006292
40842,HP:0006292
40843,HP:0006292
40844,HP:0006292
40845,HP:0010944
40846,HP:0010944
40847,HP:0010944
40848,HP:0031414
40849,HP:0031414
40850,HP:0031414
40851,HP:0000395
40852,HP:0000395
40853,HP:0033181
40854,HP:0033181
40855,HP:0025074
40856,HP:0007708
40857,HP:0006040
40858,HP:0006040
40859,HP:0031696
40860,HP:0007427
40861,HP:0007427
40862,HP:0007427
40863,HP:0007427
40864,HP:0040184
40865,HP:0040184
40866,HP:0040184
40867,HP:0040184
40868,HP:0040184
40869,HP:0033667
40870,HP:0033667
40871,HP:0033667
40872,HP:0033667
40873,HP:0033415
40874,HP:0033415
40875,HP:0100267
40876,HP:0100267
40877,HP:0033414
40878,HP:0033414
40879,HP:0030362
40880,HP:0030362
40881,HP:0030362
40882,HP:0000841
40883,HP:0000841
40884,HP:0000841
40885,HP:0000841
40886,HP:0000841
40887,HP:0011814
40888,HP:0011814
40889,HP:0032327
40890,HP:0100174
40891,HP:0100174
40892,HP:0025264
40893,HP:0025264
40894,HP:0005445
40895,HP:0005445
40896,HP:0005445
40897,HP:0033675
40898,HP:0033675
40899,HP:0410189
40900,HP:0410189
40901,HP:0410189
40902,HP:0025105
40903,HP:0025105
40904,HP:0003784
40905,HP:0032834
40906,HP:0002166
40907,HP:0002166
40908,HP:0002166
40909,HP:0002166
40910,HP:0002166
40911,HP:0002166
40912,HP:0002166
40913,HP:0002166
40914,HP:0002166
40915,HP:0002623
40916,HP:0002623
40917,HP:0002623
40918,HP:0002623
40919,HP:0002623
40920,HP:0002623
40921,HP:0002623
40922,HP:0020205
40923,HP:0020205
40924,HP:0020205
40925,HP:0010660
40926,HP:0010660
40927,HP:0010660
40928,HP:0010660
40929,HP:0010660
40930,HP:0032928
40931,HP:0410230
40932,HP:0004491
40933,HP:0004491
40934,HP:0004491
40935,HP:0033032
40936,HP:0033032
40937,HP:0033032
40938,HP:0010993
40939,HP:0010993
40940,HP:0010993
40941,HP:0010993
40942,HP:0033881
40943,HP:0033881
40944,HP:0012271
40945,HP:0012271
40946,HP:0046508
40947,HP:0046508
40948,HP:0025629
40949,HP:0025629
40950,HP:0040007
40951,HP:0040007
40952,HP:0040007
40953,HP:0040007
40954,HP:0000093
40955,HP:0000093
40956,HP:0000093
40957,HP:0000093
40958,HP:0000093
40959,HP:0000093
40960,HP:0003875
40961,HP:0003875
40962,HP:0003875
40963,HP:0003875
40964,HP:0000325
40965,HP:0000325
40966,HP:0000325
40967,HP:0000325
40968,HP:0000325
40969,HP:0100147
40970,HP:0100147
40971,HP:0033948
40972,HP:0033948
40973,HP:0006719
40974,HP:0006719
40975,HP:0006719
40976,HP:0006719
40977,HP:0006719
40978,HP:0006719
40979,HP:0006719
40980,HP:0002401
40981,HP:0002401
40982,HP:0002401
40983,HP:0002401
40984,HP:0002401
40985,HP:0100649
40986,HP:0100649
40987,HP:0100649
40988,HP:0100649
40989,HP:0100649
40990,HP:0100649
40991,HP:0100649
40992,HP:0100649
40993,HP:0100649
40994,HP:0006799
40995,HP:0006799
40996,HP:0005479
40997,HP:0005479
40998,HP:0005479
40999,HP:0005479
41000,HP:0033557
41001,HP:0033557
41002,HP:0033557
41003,HP:0033452
41004,HP:0007616
41005,HP:0007616
41006,HP:0007616
41007,HP:0007616
41008,HP:0007616
41009,HP:0007616
41010,HP:0007616
41011,HP:0007616
41012,HP:0007616
41013,HP:0033141
41014,HP:0031620
41015,HP:0000699
41016,HP:0000699
41017,HP:0000699
41018,HP:0000699
41019,HP:0000699
41020,HP:0000699
41021,HP:0000699
41022,HP:0000699
41023,HP:0000699
41024,HP:0000699
41025,HP:0040144
41026,HP:0040144
41027,HP:0040144
41028,HP:0001525
41029,HP:0001525
41030,HP:0001525
41031,HP:0001525
41032,HP:0001525
41033,HP:0001803
41034,HP:0001803
41035,HP:0001803
41036,HP:0001803
41037,HP:0001803
41038,HP:0001803
41039,HP:0002078
41040,HP:0002078
41041,HP:0002078
41042,HP:0002078
41043,HP:0002078
41044,HP:0002078
41045,HP:0002078
41046,HP:0040150
41047,HP:0040150
41048,HP:0009684
41049,HP:0009684
41050,HP:0009684
41051,HP:0004603
41052,HP:0010204
41053,HP:0010204
41054,HP:0010204
41055,HP:0005564
41056,HP:0005564
41057,HP:0005564
41058,HP:0005564
41059,HP:0033102
41060,HP:0033102
41061,HP:0033102
41062,HP:0033102
41063,HP:0033102
41064,HP:0012237
41065,HP:0012237
41066,HP:0012237
41067,HP:0012237
41068,HP:0012237
41069,HP:0006321
41070,HP:0006321
41071,HP:0006321
41072,HP:0006321
41073,HP:0006321
41074,HP:0006321
41075,HP:0006321
41076,HP:0011329
41077,HP:0011329
41078,HP:0011329
41079,HP:0011329
41080,HP:0011329
41081,HP:0011329
41082,HP:0007964
41083,HP:0007396
41084,HP:0007396
41085,HP:0007396
41086,HP:0100257
41087,HP:0100257
41088,HP:0100257
41089,HP:0100257
41090,HP:0100257
41091,HP:0100257
41092,HP:0100257
41093,HP:0100257
41094,HP:0006518
41095,HP:0006518
41096,HP:0006518
41097,HP:0006518
41098,HP:0006518
41099,HP:0006518
41100,HP:0006518
41101,HP:0006518
41102,HP:0006518
41103,HP:0002250
41104,HP:0002250
41105,HP:0002250
41106,HP:0002250
41107,HP:3000069
41108,HP:3000069
41109,HP:0010214
41110,HP:0010214
41111,HP:0032926
41112,HP:0012391
41113,HP:0012391
41114,HP:0025638
41115,HP:0025638
41116,HP:0011537
41117,HP:0011537
41118,HP:0011537
41119,HP:0011537
41120,HP:0011537
41121,HP:0011537
41122,HP:0005011
41123,HP:0005011
41124,HP:0005011
41125,HP:0005011
41126,HP:0009311
41127,HP:0009311
41128,HP:0009311
41129,HP:0003162
41130,HP:0003162
41131,HP:0003162
41132,HP:0003162
41133,HP:0012470
41134,HP:0012470
41135,HP:0012470
41136,HP:0012470
41137,HP:0012470
41138,HP:0012470
41139,HP:0012470
41140,HP:0012470
41141,HP:0100490
41142,HP:0100490
41143,HP:0100490
41144,HP:0100490
41145,HP:0100490
41146,HP:0100490
41147,HP:0100490
41148,HP:0100490
41149,HP:0100490
41150,HP:0100490
41151,HP:0100862
41152,HP:0100862
41153,HP:0011081
41154,HP:0011081
41155,HP:0011081
41156,HP:0011081
41157,HP:0001442
41158,HP:0001442
41159,HP:0025293
41160,HP:0002959
41161,HP:0002959
41162,HP:0002959
41163,HP:0002959
41164,HP:0031656
41165,HP:0008393
41166,HP:0001178
41167,HP:0001178
41168,HP:0001178
41169,HP:0003170
41170,HP:0003170
41171,HP:0003170
41172,HP:0003170
41173,HP:0003170
41174,HP:0100618
41175,HP:0100618
41176,HP:0100618
41177,HP:0009555
41178,HP:0009555
41179,HP:0009555
41180,HP:0009555
41181,HP:0009555
41182,HP:0009555
41183,HP:0009555
41184,HP:0009555
41185,HP:0009555
41186,HP:0009555
41187,HP:0006390
41188,HP:0006390
41189,HP:0006390
41190,HP:0032801
41191,HP:0002080
41192,HP:0002080
41193,HP:0002080
41194,HP:0002080
41195,HP:0002080
41196,HP:0002080
41197,HP:0002080
41198,HP:0010008
41199,HP:0010008
41200,HP:0010008
41201,HP:0010008
41202,HP:0007065
41203,HP:0007065
41204,HP:0009821
41205,HP:0009821
41206,HP:0009821
41207,HP:0009821
41208,HP:0009821
41209,HP:0009821
41210,HP:0500164
41211,HP:0500164
41212,HP:0005988
41213,HP:0005988
41214,HP:0005988
41215,HP:0005988
41216,HP:0005988
41217,HP:0005988
41218,HP:0033149
41219,HP:0033149
41220,HP:0025624
41221,HP:0025624
41222,HP:0025624
41223,HP:0025624
41224,HP:0011177
41225,HP:0011177
41226,HP:0011177
41227,HP:0032513
41228,HP:0032513
41229,HP:0009539
41230,HP:0009539
41231,HP:0009141
41232,HP:0009141
41233,HP:0005411
41234,HP:0005411
41235,HP:0005411
41236,HP:0005411
41237,HP:0041073
41238,HP:0041073
41239,HP:0025272
41240,HP:0025272
41241,HP:0025272
41242,HP:0025272
41243,HP:0030369
41244,HP:0030369
41245,HP:0031245
41246,HP:0031245
41247,HP:0031245
41248,HP:0008134
41249,HP:0008134
41250,HP:0008134
41251,HP:0008134
41252,HP:0008134
41253,HP:0008134
41254,HP:0001913
41255,HP:0001913
41256,HP:0001913
41257,HP:0001913
41258,HP:0001913
41259,HP:0009971
41260,HP:0009971
41261,HP:0030470
41262,HP:0009231
41263,HP:0009231
41264,HP:0009231
41265,HP:0009231
41266,HP:0009231
41267,HP:0009792
41268,HP:0009792
41269,HP:0009792
41270,HP:0009792
41271,HP:0009792
41272,HP:0009792
41273,HP:0000602
41274,HP:0000602
41275,HP:0000602
41276,HP:0000602
41277,HP:0000602
41278,HP:0000602
41279,HP:0033748
41280,HP:0033748
41281,HP:0033748
41282,HP:0033748
41283,HP:0032470
41284,HP:0032470
41285,HP:0003264
41286,HP:0003264
41287,HP:0003264
41288,HP:0003264
41289,HP:0025548
41290,HP:0025548
41291,HP:0025548
41292,HP:0025548
41293,HP:0025548
41294,HP:0025548
41295,HP:0011293
41296,HP:0011293
41297,HP:0200149
41298,HP:0200149
41299,HP:0200149
41300,HP:0200149
41301,HP:0033168
41302,HP:0011201
41303,HP:0011201
41304,HP:0002645
41305,HP:0002645
41306,HP:0002645
41307,HP:0002645
41308,HP:0002645
41309,HP:0002645
41310,HP:0002645
41311,HP:0002645
41312,HP:0007552
41313,HP:0007552
41314,HP:0430004
41315,HP:0010211
41316,HP:0010211
41317,HP:0010211
41318,HP:0010211
41319,HP:0008271
41320,HP:0008271
41321,HP:0008271
41322,HP:0008271
41323,HP:0008271
41324,HP:0008271
41325,HP:0020045
41326,HP:0020045
41327,HP:0020045
41328,HP:0012048
41329,HP:0012048
41330,HP:0012048
41331,HP:0012451
41332,HP:0012451
41333,HP:0012451
41334,HP:0003851
41335,HP:0025210
41336,HP:0034114
41337,HP:0034114
41338,HP:0005347
41339,HP:0005347
41340,HP:0010706
41341,HP:0010706
41342,HP:0010706
41343,HP:0012707
41344,HP:0012707
41345,HP:0012707
41346,HP:0000154
41347,HP:0000154
41348,HP:0000154
41349,HP:0000154
41350,HP:0000154
41351,HP:0000154
41352,HP:0000154
41353,HP:0000154
41354,HP:0000154
41355,HP:0007819
41356,HP:0007819
41357,HP:0007819
41358,HP:0007819
41359,HP:0007819
41360,HP:0011957
41361,HP:0011957
41362,HP:0011957
41363,HP:0009928
41364,HP:0009928
41365,HP:0009928
41366,HP:0009928
41367,HP:0003034
41368,HP:0003034
41369,HP:0003034
41370,HP:0003034
41371,HP:0003034
41372,HP:0003034
41373,HP:0003034
41374,HP:0003034
41375,HP:0007731
41376,HP:0007731
41377,HP:0008407
41378,HP:0008407
41379,HP:0100749
41380,HP:0100749
41381,HP:0100749
41382,HP:0100749
41383,HP:0100749
41384,HP:0100749
41385,HP:0003218
41386,HP:0003218
41387,HP:0003218
41388,HP:0003218
41389,HP:0003218
41390,HP:0003218
41391,HP:0003218
41392,HP:0003218
41393,HP:0030174
41394,HP:0030174
41395,HP:0003344
41396,HP:0003344
41397,HP:0003344
41398,HP:0003025
41399,HP:0003025
41400,HP:0003025
41401,HP:0003025
41402,HP:0003025
41403,HP:0003025
41404,HP:0003025
41405,HP:0003025
41406,HP:0002687
41407,HP:0002687
41408,HP:0002687
41409,HP:0002687
41410,HP:0005217
41411,HP:0001017
41412,HP:0001017
41413,HP:0001017
41414,HP:0030386
41415,HP:0030386
41416,HP:0030386
41417,HP:0009769
41418,HP:0009769
41419,HP:0009769
41420,HP:0009769
41421,HP:0009769
41422,HP:4000035
41423,HP:0004004
41424,HP:0007066
41425,HP:0007066
41426,HP:0007066
41427,HP:0000963
41428,HP:0000963
41429,HP:0000963
41430,HP:0000851
41431,HP:0000851
41432,HP:0000851
41433,HP:0000851
41434,HP:0000851
41435,HP:0000851
41436,HP:0000851
41437,HP:0030277
41438,HP:0030277
41439,HP:0030277
41440,HP:0003083
41441,HP:0003083
41442,HP:0003083
41443,HP:0003083
41444,HP:0003083
41445,HP:0003083
41446,HP:0003083
41447,HP:0003083
41448,HP:0003083
41449,HP:0003083
41450,HP:0003083
41451,HP:0011524
41452,HP:0011524
41453,HP:0011524
41454,HP:0011524
41455,HP:0410191
41456,HP:0410191
41457,HP:0040098
41458,HP:0030814
41459,HP:0030814
41460,HP:0030814
41461,HP:0030814
41462,HP:0030814
41463,HP:0030814
41464,HP:0030814
41465,HP:0005949
41466,HP:0005949
41467,HP:0031843
41468,HP:0031843
41469,HP:0031843
41470,HP:0031843
41471,HP:0031843
41472,HP:0009144
41473,HP:0010997
41474,HP:0010997
41475,HP:0010997
41476,HP:0010997
41477,HP:0010997
41478,HP:0010997
41479,HP:0030357
41480,HP:0030357
41481,HP:0030357
41482,HP:0030357
41483,HP:0030357
41484,HP:0030357
41485,HP:0030357
41486,HP:0030357
41487,HP:0010894
41488,HP:0010894
41489,HP:0010894
41490,HP:0100019
41491,HP:0100019
41492,HP:0100019
41493,HP:0003785
41494,HP:0003785
41495,HP:0010067
41496,HP:0010067
41497,HP:0010067
41498,HP:0010067
41499,HP:0100539
41500,HP:0100539
41501,HP:0100539
41502,HP:0100539
41503,HP:0100539
41504,HP:0100539
41505,HP:0100539
41506,HP:0100539
41507,HP:0100539
41508,HP:0031223
41509,HP:0008628
41510,HP:0008628
41511,HP:0008628
41512,HP:0430015
41513,HP:0430015
41514,HP:0430015
41515,HP:0430015
41516,HP:0430015
41517,HP:0430015
41518,HP:0030071
41519,HP:0030071
41520,HP:0030071
41521,HP:0030071
41522,HP:0030071
41523,HP:0030071
41524,HP:0032157
41525,HP:0003736
41526,HP:0003736
41527,HP:0020200
41528,HP:3000022
41529,HP:3000022
41530,HP:0410304
41531,HP:0000818
41532,HP:0000818
41533,HP:0000818
41534,HP:0000818
41535,HP:0000818
41536,HP:0000818
41537,HP:0000818
41538,HP:0008972
41539,HP:0008972
41540,HP:0008972
41541,HP:0008972
41542,HP:0008972
41543,HP:0008972
41544,HP:0004571
41545,HP:0009290
41546,HP:0009290
41547,HP:0009290
41548,HP:0009290
41549,HP:0009290
41550,HP:0009319
41551,HP:0009319
41552,HP:0009319
41553,HP:0004684
41554,HP:0004684
41555,HP:0004684
41556,HP:0004684
41557,HP:0030108
41558,HP:0030108
41559,HP:0030108
41560,HP:0004364
41561,HP:0004364
41562,HP:0004364
41563,HP:0030306
41564,HP:0030306
41565,HP:0003267
41566,HP:0003267
41567,HP:0003267
41568,HP:0003267
41569,HP:0003267
41570,HP:0009711
41571,HP:0009711
41572,HP:0009711
41573,HP:0009711
41574,HP:0009711
41575,HP:0009711
41576,HP:0012215
41577,HP:0012215
41578,HP:0012215
41579,HP:0012215
41580,HP:0000130
41581,HP:0000130
41582,HP:0000130
41583,HP:0000130
41584,HP:0000130
41585,HP:0000130
41586,HP:0005745
41587,HP:0012554
41588,HP:0012554
41589,HP:0031216
41590,HP:0030511
41591,HP:0030511
41592,HP:0030511
41593,HP:0030511
41594,HP:0030511
41595,HP:0002240
41596,HP:0002240
41597,HP:0002240
41598,HP:0002240
41599,HP:0002240
41600,HP:0011681
41601,HP:0011681
41602,HP:0011681
41603,HP:0011681
41604,HP:0011681
41605,HP:0011681
41606,HP:0011681
41607,HP:0011681
41608,HP:0011681
41609,HP:0500115
41610,HP:0500115
41611,HP:0020058
41612,HP:0020058
41613,HP:0500160
41614,HP:0500160
41615,HP:0500160
41616,HP:3000038
41617,HP:3000038
41618,HP:3000038
41619,HP:0001699
41620,HP:0001699
41621,HP:0001699
41622,HP:0001699
41623,HP:0009314
41624,HP:0009314
41625,HP:0009314
41626,HP:0025610
41627,HP:0025610
41628,HP:0025610
41629,HP:0012787
41630,HP:0012787
41631,HP:0033077
41632,HP:0010747
41633,HP:0010747
41634,HP:0100000
41635,HP:0100000
41636,HP:0032362
41637,HP:0032068
41638,HP:0009809
41639,HP:0009809
41640,HP:0009809
41641,HP:0009809
41642,HP:0010828
41643,HP:0010828
41644,HP:0010828
41645,HP:0010828
41646,HP:0010828
41647,HP:0010828
41648,HP:0010828
41649,HP:0000700
41650,HP:0000700
41651,HP:0000700
41652,HP:0000700
41653,HP:0000700
41654,HP:0000700
41655,HP:0000700
41656,HP:0000700
41657,HP:0000700
41658,HP:0000700
41659,HP:0000700
41660,HP:0000700
41661,HP:0000700
41662,HP:0000700
41663,HP:0000700
41664,HP:0000700
41665,HP:0000700
41666,HP:0012242
41667,HP:0012242
41668,HP:0012242
41669,HP:0033534
41670,HP:0033534
41671,HP:0033534
41672,HP:0033534
41673,HP:0033534
41674,HP:0100140
41675,HP:0100140
41676,HP:0030506
41677,HP:0010540
41678,HP:0010540
41679,HP:0003065
41680,HP:0003065
41681,HP:0003065
41682,HP:0003065
41683,HP:0003065
41684,HP:0003065
41685,HP:0003065
41686,HP:0010087
41687,HP:0010087
41688,HP:0010087
41689,HP:0007363
41690,HP:0008182
41691,HP:0008182
41692,HP:0011715
41693,HP:0011715
41694,HP:0011715
41695,HP:0012625
41696,HP:0012625
41697,HP:0012625
41698,HP:0032382
41699,HP:0032382
41700,HP:0032549
41701,HP:0032549
41702,HP:0032549
41703,HP:0005203
41704,HP:0005203
41705,HP:0005203
41706,HP:0005203
41707,HP:0005203
41708,HP:0005203
41709,HP:0005203
41710,HP:0010898
41711,HP:0010898
41712,HP:0010898
41713,HP:0004442
41714,HP:0004442
41715,HP:0004442
41716,HP:0004442
41717,HP:0004442
41718,HP:0004442
41719,HP:0004442
41720,HP:0004442
41721,HP:0001929
41722,HP:0001929
41723,HP:0001929
41724,HP:0001929
41725,HP:0001929
41726,HP:0001929
41727,HP:0000795
41728,HP:0000795
41729,HP:0000795
41730,HP:0012115
41731,HP:0012115
41732,HP:0012115
41733,HP:0012115
41734,HP:0012115
41735,HP:0009145
41736,HP:0009145
41737,HP:0009145
41738,HP:0009145
41739,HP:0100373
41740,HP:0100373
41741,HP:0100373
41742,HP:0031995
41743,HP:0031995
41744,HP:0032414
41745,HP:0008665
41746,HP:0008665
41747,HP:0008665
41748,HP:0008665
41749,HP:0008665
41750,HP:0008665
41751,HP:0008665
41752,HP:0008665
41753,HP:0008665
41754,HP:0010720
41755,HP:0010720
41756,HP:0010720
41757,HP:0000499
41758,HP:0000499
41759,HP:0000499
41760,HP:0000499
41761,HP:0000499
41762,HP:0041072
41763,HP:0041072
41764,HP:0033371
41765,HP:0033371
41766,HP:0025228
41767,HP:0025228
41768,HP:0025228
41769,HP:0012789
41770,HP:0012789
41771,HP:0012789
41772,HP:0012789
41773,HP:0012789
41774,HP:0033453
41775,HP:0030815
41776,HP:0030815
41777,HP:0030815
41778,HP:0031086
41779,HP:0031086
41780,HP:0011424
41781,HP:0011424
41782,HP:0011424
41783,HP:0011424
41784,HP:0041209
41785,HP:0041209
41786,HP:0012382
41787,HP:0012382
41788,HP:0012382
41789,HP:0001003
41790,HP:0001003
41791,HP:0001003
41792,HP:0001003
41793,HP:0001003
41794,HP:0025125
41795,HP:0009100
41796,HP:0009100
41797,HP:0008450
41798,HP:0008450
41799,HP:0008450
41800,HP:0008450
41801,HP:0008450
41802,HP:0008450
41803,HP:0010657
41804,HP:0010657
41805,HP:0012861
41806,HP:0012861
41807,HP:0012861
41808,HP:0012861
41809,HP:0012861
41810,HP:0011518
41811,HP:0011518
41812,HP:0011518
41813,HP:0200023
41814,HP:0200023
41815,HP:0200023
41816,HP:0200023
41817,HP:0200023
41818,HP:0033885
41819,HP:0006607
41820,HP:0006607
41821,HP:0006607
41822,HP:0032943
41823,HP:0032943
41824,HP:0005560
41825,HP:0005560
41826,HP:0005560
41827,HP:0005560
41828,HP:0005560
41829,HP:0500221
41830,HP:0500221
41831,HP:5000025
41832,HP:5000025
41833,HP:0005147
41834,HP:0000178
41835,HP:0000178
41836,HP:0011610
41837,HP:0011610
41838,HP:0011610
41839,HP:0011610
41840,HP:0011610
41841,HP:0011610
41842,HP:0011610
41843,HP:0100522
41844,HP:0100522
41845,HP:0100522
41846,HP:0100522
41847,HP:0100522
41848,HP:0100522
41849,HP:0100522
41850,HP:0008390
41851,HP:0008390
41852,HP:0008390
41853,HP:0010289
41854,HP:0010289
41855,HP:0010289
41856,HP:0010289
41857,HP:0010289
41858,HP:0010289
41859,HP:0010289
41860,HP:0010289
41861,HP:0010289
41862,HP:0000218
41863,HP:0000218
41864,HP:0000218
41865,HP:0000218
41866,HP:0000218
41867,HP:0000218
41868,HP:0000218
41869,HP:0000218
41870,HP:0000218
41871,HP:0000218
41872,HP:0000218
41873,HP:0000218
41874,HP:0032522
41875,HP:0032522
41876,HP:0009585
41877,HP:0009585
41878,HP:0009585
41879,HP:0006536
41880,HP:0006536
41881,HP:0006536
41882,HP:0006536
41883,HP:0006536
41884,HP:0003899
41885,HP:0003899
41886,HP:0100103
41887,HP:0100103
41888,HP:0031873
41889,HP:0031873
41890,HP:0000303
41891,HP:0000303
41892,HP:0000303
41893,HP:0000303
41894,HP:0000303
41895,HP:0000303
41896,HP:0000303
41897,HP:0000303
41898,HP:0000303
41899,HP:0000303
41900,HP:0000303
41901,HP:0000303
41902,HP:0000303
41903,HP:0000303
41904,HP:0000303
41905,HP:0000303
41906,HP:0000303
41907,HP:0000303
41908,HP:0000303
41909,HP:0000303
41910,HP:0000303
41911,HP:0000303
41912,HP:0000303
41913,HP:0000303
41914,HP:0000303
41915,HP:0000303
41916,HP:0000303
41917,HP:0000303
41918,HP:0000303
41919,HP:0000303
41920,HP:0000303
41921,HP:0000303
41922,HP:0000303
41923,HP:0000303
41924,HP:0000303
41925,HP:0000037
41926,HP:0000037
41927,HP:0000037
41928,HP:0000037
41929,HP:0009313
41930,HP:0009313
41931,HP:0009313
41932,HP:0025597
41933,HP:0025597
41934,HP:0025639
41935,HP:0033613
41936,HP:0410169
41937,HP:0410169
41938,HP:0410169
41939,HP:0031007
41940,HP:0005353
41941,HP:0005353
41942,HP:0005353
41943,HP:0004495
41944,HP:0004495
41945,HP:0033758
41946,HP:0033758
41947,HP:0033423
41948,HP:0033711
41949,HP:0025312
41950,HP:0012405
41951,HP:0012405
41952,HP:0012405
41953,HP:0034170
41954,HP:0003401
41955,HP:0003401
41956,HP:0003401
41957,HP:0003401
41958,HP:0003401
41959,HP:0003401
41960,HP:0003401
41961,HP:0020122
41962,HP:0020122
41963,HP:0020122
41964,HP:0020122
41965,HP:0032119
41966,HP:0031087
41967,HP:0031087
41968,HP:0004132
41969,HP:0004132
41970,HP:0004132
41971,HP:0005450
41972,HP:0005450
41973,HP:0000828
41974,HP:0000828
41975,HP:0000828
41976,HP:0000828
41977,HP:0000828
41978,HP:0000828
41979,HP:0000828
41980,HP:0025422
41981,HP:0025422
41982,HP:0008442
41983,HP:0008442
41984,HP:0010694
41985,HP:0010694
41986,HP:0010694
41987,HP:0031632
41988,HP:0003470
41989,HP:0003470
41990,HP:0003470
41991,HP:0003470
41992,HP:0003470
41993,HP:0000134
41994,HP:0000134
41995,HP:0000134
41996,HP:0000134
41997,HP:0005602
41998,HP:0034160
41999,HP:0025583
42000,HP:0025583
42001,HP:0007827
42002,HP:0500234
42003,HP:0500234
42004,HP:0001973
42005,HP:0001973
42006,HP:0001973
42007,HP:0001973
42008,HP:0001973
42009,HP:0001973
42010,HP:0001973
42011,HP:0001973
42012,HP:0001973
42013,HP:0001973
42014,HP:0001973
42015,HP:0001973
42016,HP:0001973
42017,HP:0033331
42018,HP:0008529
42019,HP:0008529
42020,HP:0008529
42021,HP:0008529
42022,HP:0008529
42023,HP:0200015
42024,HP:0003853
42025,HP:0034007
42026,HP:0012169
42027,HP:0012169
42028,HP:0012169
42029,HP:0012169
42030,HP:0009283
42031,HP:0009283
42032,HP:0009283
42033,HP:0033581
42034,HP:0031137
42035,HP:0012527
42036,HP:0012527
42037,HP:0012527
42038,HP:0008994
42039,HP:0008994
42040,HP:0008994
42041,HP:0012440
42042,HP:0012440
